/contrevenants;/contrevenant/adresse;/contrevenant/categorie;/contrevenant/date_infraction;/contrevenant/date_jugement;/contrevenant/description;/contrevenant/etablissement;/contrevenant/montant;/contrevenant/proprietaire;/contrevenant/ville
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1333 Rue Sainte-Catherine Ouest ;Restaurant service rapide;05 mai 2017;08 mai 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;PARIS CAFE;250 $ ;9176-9125 QUEBEC INC.;Montréal H3G 1P7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1455 Rue Peel ;Restaurant service rapide;05 novembre 2015;30 janvier 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;AU VIEUX DULUTH EXPRESS;1 250 $ ;9208-8707 QUEBEC INC.  (Fermé);Montréal H3A 1T5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1 Westmount Sq. ;Restaurant service rapide;06 août 2013;19 novembre 2014;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;CAFE DOUBLE;1 000 $ ;9074-2602 QUEBEC INC.  (Fermé changement d'exploitant);Westmount H3Z 2P9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1 Westmount Sq. ;Restaurant service rapide;06 août 2013;19 novembre 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CAFE DOUBLE;1 200 $ ;9074-2602 QUEBEC INC.  (Fermé changement d'exploitant);Westmount H3Z 2P9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1350 Av. du Mont-Royal Est ;Restaurant service rapide;06 janvier 2016;23 mars 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;SUBWAY;650 $ ;9045-3325 QUEBEC INC.;Montréal H2J 1Y7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1500 Av. McGill College ;Restaurant service rapide;06 juillet 2015;28 septembre 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;CULTURES;700 $ ;9199-0077 QUEBEC INC.;Montréal H3A 3J5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3009 Rue Notre-Dame Ouest ;Restaurant service rapide;06 juin 2014;04 mars 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT SYJ THAI EXPRESS;1 600 $ ;RESTAURANT SYJ THAI EXPRESS INC.;Montréal H4C 1N9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;25 Av. du Mont-Royal Est ;Restaurant service rapide;06 juin 2016;13 juillet 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;DIRTY PIZZA;750 $ ;9299-1447 QUEBEC INC.;Montréal H2T 1N4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;25 Av. du Mont-Royal Est ;Restaurant service rapide;06 juin 2016;13 juillet 2017;"Nul ne peut, sans être titulaire d'un permis en vigueur, exploiter un lieu ou un véhicule où est exercée l'activité de restaurateur.";DIRTY PIZZA;2 000 $ ;9299-1447 QUEBEC INC.;Montréal H2T 1N4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5645 Av. de Monkland ;Restaurant service rapide;06 mai 2013;01 avril 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;BANGKOK EXPRESS;1 000 $ ;9218-2666 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H4A 1E2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;775 Rue Beaubien Est ;Restaurant service rapide;06 mars 2014;26 octobre 2015;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;RESTAURANT MR CHICH TAOUK;500 $ ;RESTAURANT MR CHICH-TAOUK  (Fermé changement d'exploitant);Montréal H2S 1S8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;775 Rue Beaubien Est ;Restaurant service rapide;06 mars 2014;26 octobre 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT MR CHICH TAOUK;500 $ ;RESTAURANT MR CHICH-TAOUK  (Fermé changement d'exploitant);Montréal H2S 1S8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3100 Boul. de la Côte-Vertu ;Restaurant service rapide;06 novembre 2013;09 mars 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;CAFE BISTRO;800 $ ;SELECTION 1 INC.  (Fermé changement d'exploitant);St-Laurent H4R 2J8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;977 Rue Sainte-Catherine Ouest ;Restaurant service rapide;06 septembre 2016;14 octobre 2016;"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.";RESTAURANT FIORE;250 $ ;9175-1941 QUEBEC INC.;Montréal H3B 4W3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;115 Boul. Crémazie Ouest ;Restaurant service rapide;07 janvier 2014;13 avril 2016;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;TIM HORTONS;1 500 $ ;DAMSAR INC.;Montréal H2N 1L4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4451 Boul. Saint-Laurent ;Restaurant service rapide;07 juillet 2014;28 octobre 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT BELLA DONNA;1 200 $ ;PIZZA BELLA DONA S.S. INC.  (Fermé changement d'exploitant);Montréal H2W 1Z8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;525 Boul. Rosemont ;Restaurant service rapide;07 mai 2013;18 mars 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;BONIZZA PIZZERIA BONIZZA;250 $ ;NIHAD AL KELLESLI  (Fermé changement d'exploitant);Montréal H2S 1Z4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;110 Rue Peel ;Restaurant service rapide;07 mars 2016;23 mars 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;LAITUE ET GO;2 500 $ ;9201-3390 QUEBEC INC.  (Fermé);Montréal H3C 0L8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;6352 Rue Pascal ;Restaurant service rapide;07 novembre 2012;17 janvier 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;PIZZA NEW YORK;1 500 $ ;9180-0086 QUEBEC INC.  (Fermé changement d'exploitant);Montréal-Nord H1G 1T6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1 Westmount Sq. ;Restaurant service rapide;07 octobre 2013;19 novembre 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CAFE DOUBLE;1 200 $ ;9074-2602 QUEBEC INC.  (Fermé changement d'exploitant);Westmount H3Z 2P9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2020 Rue Gauthier ;Restaurant service rapide;08 août 2013;05 janvier 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;PLANETE-PAIN;250 $ ;SIDIBE SEGA;Montréal H2K 1A7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2020 Rue Gauthier ;Restaurant service rapide;08 août 2013;05 janvier 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;PLANETE-PAIN;2 300 $ ;SIDIBE SEGA;Montréal H2K 1A7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;6815 Aut. Transcanadienne ;Restaurant service rapide;08 décembre 2014;03 septembre 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;SAINT-CINNAMON FAIRVIEW;1 150 $ ;9224-7717 QUEBEC INC.;Pointe-Claire H9R 1C4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3183 Rue Jarry Est ;Restaurant service rapide;08 janvier 2013;22 octobre 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;CHEZ MILIE CASSE-CROUTE;1 400 $ ;EMILIE ST-GERMAIN  (Fermé changement d'exploitant);Montréal H1Z 2E1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2020 Rue Gauthier ;Restaurant service rapide;09 avril 2013;05 janvier 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;PLANETE-PAIN;2 000 $ ;SIDIBE SEGA;Montréal H2K 1A7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1333 Rue Sainte-Catherine Ouest ;Restaurant service rapide;09 mai 2016;16 juin 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;PARIS CAFE;800 $ ;9176-9125 QUEBEC INC.;Montréal H3G 1P7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3575 Av. du Parc ;Restaurant service rapide;09 novembre 2016;20 décembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;FARROUJ EXPRESS;250 $ ;9266-5181 QUEBEC INC.;Montréal H2X 3P9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;150 Rue Sainte-Catherine Ouest ;Restaurant service rapide;10 août 2016;16 juin 2017;"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.";LA NOUVELLE BOULANGERIE DE MONTREAL;250 $ ;9160-5634 QUEBEC INC.;Montréal H5B 1B8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;7555 Boul. Décarie ;Restaurant service rapide;10 avril 2014;23 décembre 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;LA BELLE PROVINCE DECARIE;3 500 $ ;9145-1179 QUEBEC INC.;Montréal H4P 2G9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5095 Ch. Queen-Mary ;Restaurant service rapide;10 décembre 2012;24 mai 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;TIM HORTONS;1 500 $ ;9052-7847 QUEBEC INC.;Montréal H3W 1X4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4931 Rue Beaubien Est ;Restaurant service rapide;10 février 2016;25 novembre 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;SACHI SUSHI;1 250 $ ;SACHI SUSHI INC.;Montréal H1T 1V1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4090 Rue Wellington ;Restaurant service rapide;10 juillet 2013;20 mai 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;THAI EXPRESS;1 000 $ ;9224-2791 QUEBEC INC.;Verdun H4G 1V3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4334 Boul. Henri-Bourassa Est ;Restaurant service rapide;10 juillet 2014;02 mars 2016;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;PIZZA LE REGAL;750 $ ;9274-8250 QUEBEC INC.  (Fermé changement d'exploitant);Montréal-Nord H1H 1L8
